0.8000E+01 -0.7427E+01
0.9000E+01 -0.6508E+01
0.1000E+02 -0.5614E+01
0.1048E+02 -0.5198E+01
0.1100E+02 -0.4754E+01
0.1130E+02 -0.4505E+01
0.1148E+02 -0.4363E+01
0.1170E+02 -0.4189E+01
0.1200E+02 -0.3962E+01
0.1230E+02 -0.3751E+01
0.1248E+02 -0.3639E+01
0.1270E+02 -0.3228E+01
0.1300E+02 -0.3010E+01
0.1330E+02 -0.2817E+01
0.1348E+02 -0.2722E+01
0.1370E+02 -0.2632E+01
0.1400E+02 -0.2598E+01
0.1415E+02 -0.2644E+01
0.1420E+02 -0.2679E+01
0.1430E+02 -0.2767E+01
0.1434E+02 -0.2319E+01
0.1438E+02 -0.2326E+01
0.1448E+02 -0.2360E+01
0.1454E+02 -0.2401E+01
0.1460E+02 -0.2450E+01
0.1470E+02 -0.2564E+01
0.1478E+02 -0.2693E+01
0.1485E+02 -0.2833E+01
0.1495E+02 -0.3124E+01
0.1500E+02 -0.3270E+01
0.1518E+02 -0.3870E+01
0.1530E+02 -0.4093E+01
0.1540E+02 -0.4141E+01
0.1548E+02 -0.4108E+01
0.1560E+02 -0.4229E+01
0.1570E+02 -0.4354E+01
0.1585E+02 -0.4611E+01
0.1590E+02 -0.4743E+01
0.1600E+02 -0.5011E+01
0.1618E+02 -0.5696E+01
0.1630E+02 -0.6393E+01
0.1648E+02 -0.7805E+01
0.1660E+02 -0.9228E+01
0.1670E+02 -0.1066E+02
0.1685E+02 -0.1352E+02
0.1695E+02 -0.1640E+02
0.1700E+02 -0.1783E+02
0.1730E+02 -0.3223E+02
0.1748E+02 -0.4665E+02
0.1760E+02 -0.6110E+02
0.1770E+02 -0.7558E+02
0.1778E+02 -0.9009E+02
0.1790E+02 -0.1191E+03
0.1800E+02 -0.1482E+03
0.1830E+02 -0.1000E+03
0.1848E+02 -0.1000E+03
0.1860E+02 -0.1000E+03
0.1870E+02 -0.1000E+03
0.1878E+02 -0.1000E+03
0.1885E+02 -0.1000E+03
0.1890E+02 -0.1000E+03
0.1895E+02 -0.1000E+03
0.1900E+02 -0.1000E+03
0.1930E+02 -0.1000E+03
