0.8000E+01 -0.6467E+01
0.9000E+01 -0.5216E+01
0.1000E+02 -0.4318E+01
0.1048E+02 -0.3902E+01
0.1100E+02 -0.3457E+01
0.1130E+02 -0.3208E+01
0.1148E+02 -0.3066E+01
0.1170E+02 -0.2891E+01
0.1200E+02 -0.2663E+01
0.1230E+02 -0.2450E+01
0.1248E+02 -0.2336E+01
0.1270E+02 -0.1930E+01
0.1300E+02 -0.1711E+01
0.1330E+02 -0.1516E+01
0.1348E+02 -0.1420E+01
0.1370E+02 -0.1326E+01
0.1400E+02 -0.1276E+01
0.1415E+02 -0.1309E+01
0.1420E+02 -0.1337E+01
0.1430E+02 -0.1404E+01
0.1434E+02 -0.1149E+01
0.1438E+02 -0.1004E+01
0.1448E+02 -0.1030E+01
0.1454E+02 -0.1063E+01
0.1460E+02 -0.1104E+01
0.1470E+02 -0.1201E+01
0.1478E+02 -0.1313E+01
0.1485E+02 -0.1431E+01
0.1495E+02 -0.1674E+01
0.1500E+02 -0.1790E+01
0.1518E+02 -0.2183E+01
0.1530E+02 -0.2260E+01
0.1540E+02 -0.2243E+01
0.1548E+02 -0.2220E+01
0.1560E+02 -0.2188E+01
0.1570E+02 -0.2169E+01
0.1585E+02 -0.2141E+01
0.1590E+02 -0.2113E+01
0.1600E+02 -0.2059E+01
0.1618E+02 -0.1955E+01
0.1630E+02 -0.1880E+01
0.1648E+02 -0.1863E+01
0.1660E+02 -0.2001E+01
0.1670E+02 -0.2146E+01
0.1685E+02 -0.2446E+01
0.1695E+02 -0.2752E+01
0.1700E+02 -0.2906E+01
0.1730E+02 -0.4457E+01
0.1748E+02 -0.6018E+01
0.1760E+02 -0.7584E+01
0.1770E+02 -0.9155E+01
0.1778E+02 -0.1073E+02
0.1790E+02 -0.1388E+02
0.1800E+02 -0.1704E+02
0.1830E+02 -0.3291E+02
0.1848E+02 -0.4881E+02
0.1860E+02 -0.6473E+02
0.1870E+02 -0.8066E+02
0.1878E+02 -0.9659E+02
0.1885E+02 -0.1125E+03
0.1890E+02 -0.1285E+03
0.1895E+02 -0.1444E+03
0.1900E+02 -0.1604E+03
0.1930E+02 -0.1000E+03
