0.8000E+01 -0.6840E+01
0.9000E+01 -0.4718E+01
0.1000E+02 -0.3792E+01
0.1048E+02 -0.3383E+01
0.1100E+02 -0.2951E+01
0.1130E+02 -0.2712E+01
0.1148E+02 -0.2577E+01
0.1170E+02 -0.2413E+01
0.1200E+02 -0.2206E+01
0.1230E+02 -0.2025E+01
0.1248E+02 -0.1938E+01
0.1270E+02 -0.1430E+01
0.1300E+02 -0.1232E+01
0.1330E+02 -0.1070E+01
0.1348E+02 -0.9979E+00
0.1370E+02 -0.9227E+00
0.1400E+02 -0.8405E+00
0.1415E+02 -0.8523E+00
0.1420E+02 -0.8843E+00
0.1430E+02 -0.9596E+00
0.1434E+02 -0.9970E+00
0.1438E+02 -0.7830E+00
0.1448E+02 -0.7379E+00
0.1454E+02 -0.7769E+00
0.1460E+02 -0.8200E+00
0.1470E+02 -0.9147E+00
0.1478E+02 -0.1017E+01
0.1485E+02 -0.1123E+01
0.1495E+02 -0.1334E+01
0.1500E+02 -0.1432E+01
0.1518E+02 -0.1740E+01
0.1530E+02 -0.1784E+01
0.1540E+02 -0.1754E+01
0.1548E+02 -0.1720E+01
0.1560E+02 -0.1670E+01
0.1570E+02 -0.1637E+01
0.1585E+02 -0.1598E+01
0.1590E+02 -0.1579E+01
0.1600E+02 -0.1521E+01
0.1618E+02 -0.1429E+01
0.1630E+02 -0.1351E+01
0.1648E+02 -0.1306E+01
0.1660E+02 -0.1313E+01
0.1670E+02 -0.1319E+01
0.1685E+02 -0.1337E+01
0.1695E+02 -0.1352E+01
0.1700E+02 -0.1355E+01
0.1730E+02 -0.1733E+01
0.1748E+02 -0.2124E+01
0.1760E+02 -0.2509E+01
0.1770E+02 -0.2892E+01
0.1778E+02 -0.3276E+01
0.1790E+02 -0.4044E+01
0.1800E+02 -0.4815E+01
0.1830E+02 -0.8701E+01
0.1848E+02 -0.1262E+02
0.1860E+02 -0.1655E+02
0.1870E+02 -0.2050E+02
0.1878E+02 -0.2445E+02
0.1885E+02 -0.2841E+02
0.1890E+02 -0.3236E+02
0.1895E+02 -0.3633E+02
0.1900E+02 -0.4029E+02
0.1930E+02 -0.8000E+02
